Candidate_Feature,Family,Missing_Category_Type,Semantic_Group,Source_Group,ConsensusRank,ConsensusScore,Selected,Excluded_As_Redundant,Excluded_As_Raw_Age_Column,Excluded_As_Pure_Missing_Unknown,Replaced_By,Reason
VEH_自动紧急制动系统_AEB1_MISSING_OR_UNKNOWN,safety,pure_missing_unknown,unknown_missing_category,VEH_自动紧急制动系统_AEB1_MISSING_OR,142,0.43193557664653437,0,0,0,1,,pure_missing_unknown_excluded
事故特征_UART_4-碰撞对向行驶车辆,crash_type,not_missing_category,other_unique:事故特征_UART,事故特征_UART,143,0.43170808167960883,0,0,0,0,,
VEH_胎痕的分布_SPURZ_9-未知,lane,pure_missing_unknown,unknown_missing_category,SPURZ,144,0.4314948231233823,0,0,0,1,,pure_missing_unknown_excluded
VEH_车道保持系统_SPURHAE1_3-有，激活,lane,not_missing_category,safety_assistance,VEH_车道保持系统_SPURHAE1,145,0.4310726200747772,0,0,0,0,,
VEH_钻入碰撞_UFAHR_2-没有钻入,crash_type,not_missing_category,other_unique:VEH_钻入碰撞_UFAHR,VEH_钻入碰撞_UFAHR,146,0.4307981018119068,0,0,0,0,,
年龄段_ALTERG_9-51至60岁,age,not_missing_category,age_group,ALTERG,147,0.4307118205349439,0,1,0,0,FEATURE_Age_Over60,age_group_alias_replaced_by_semantic_age_over60_feature
VEH_第几次碰撞导致的钻入_UFAHRK_0-不适用,crash_type,pure_missing_unknown,unknown_missing_category,VEH_第几次碰撞导致的钻入_UFAHRK,148,0.43059677883232667,0,0,0,1,,pure_missing_unknown_excluded
VEH_照明系统类型-近光灯_SWARTA1_5-氙气灯,light,not_missing_category,lighting_visibility,VEH_照明系统类型-近光灯_SWARTA1,149,0.4304715271786023,0,0,0,0,,
对向车道数_FSPURG_0-0,lane,not_missing_category,other_unique:对向车道数_FSPURG,对向车道数_FSPURG,150,0.4298554788610871,0,0,0,0,,
VEH_本次碰撞前是否转向_STEERING_3-向右,crash_type,not_missing_category,other_unique:VEH_本次碰撞前是否转向_STEERING,VEH_本次碰撞前是否转向_STEERING,151,0.4297914869140063,0,0,0,0,,
路灯类型_LAMPEN_MISSING_OR_UNKNOWN,light,pure_missing_unknown,unknown_missing_category,路灯类型_LAMPEN_MISSING_OR,152,0.42971455277538106,0,0,0,1,,pure_missing_unknown_excluded
行驶方向的车道数_FSPUR_MISSING_OR_UNKNOWN,lane,pure_missing_unknown,unknown_missing_category,行驶方向的车道数_FSPUR_MISSING_OR,153,0.4295966350301985,0,0,0,1,,pure_missing_unknown_excluded
道路表面几何_STRZB2_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,道路表面几何_STRZB2_MISSING_OR,154,0.42946515120913237,0,0,0,1,,pure_missing_unknown_excluded
行驶车辆所在车道_FSTREIF_28-使用直行车道直行,lane,not_missing_category,other_unique:行驶车辆所在车道_FSTREIF,行驶车辆所在车道_FSTREIF,155,0.4293665516249642,0,0,0,0,,
道路总宽度_STRBREIT,other,not_missing_category,other_unique:道路总宽度_STRBREIT,道路总宽度_STRBREIT,156,0.42934929536957145,0,0,0,0,,
路灯类型_LAMPEN_2-无路灯,light,not_missing_category,lighting_visibility,路灯类型_LAMPEN,157,0.429225625539258,0,0,0,0,,
VEH_碰撞前车辆运动曲线_RICHTVU_MISSING_OR_UNKNOWN,crash_type,pure_missing_unknown,unknown_missing_category,VEH_碰撞前车辆运动曲线_RICHTVU_MISSING_OR,158,0.42918751797526605,0,0,0,1,,pure_missing_unknown_excluded
事故类型_UTYP_212-转弯-左转弯车辆与对向右转弯车辆,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,159,0.4288711532930688,0,0,0,0,,
身高_GROESP,bio,not_missing_category,height_body_size,GROESP,160,0.4283941616335922,0,0,0,0,,
VEH_照明系统类型-近光灯_SWARTA1_6-LED,light,not_missing_category,lighting_visibility,VEH_照明系统类型-近光灯_SWARTA1,161,0.4283915731952833,0,0,0,0,,
VEH_碰撞前的滑移偏离_SCHLEU_MISSING_OR_UNKNOWN,crash_type,pure_missing_unknown,unknown_missing_category,VEH_碰撞前的滑移偏离_SCHLEU_MISSING_OR,162,0.42792205924647686,0,0,0,1,,pure_missing_unknown_excluded
行驶车辆所在车道_FSTREIF_25-使用左转车道左转,lane,not_missing_category,other_unique:行驶车辆所在车道_FSTREIF,行驶车辆所在车道_FSTREIF,163,0.42718075927523735,0,0,0,0,,
事故类型_UTYP_684-逆行车辆与正常行驶车辆,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,164,0.42714552775381076,0,0,0,0,,
年龄段_ALTERG_5-13至17岁的青少年,age,not_missing_category,age_group,ALTERG,165,0.42698216853609433,0,1,0,0,FEATURE_Age_Over60,age_group_alias_replaced_by_semantic_age_over60_feature
不同行驶方向车道的隔离方法_MARK_3-单虚线,lane,not_missing_category,other_unique:MARK,MARK,166,0.4268540408398045,0,0,0,0,,
VEH_已确定的技术缺陷对事故的影响_UNFMANG_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_已确定的技术缺陷对事故的影响_UNFMANG,167,0.4267421627840092,0,0,0,1,,pure_missing_unknown_excluded
VEH_胎痕_BSPUR_2-无胎痕,lane,not_missing_category,other_unique:BSPUR,BSPUR,168,0.42640422778257125,0,0,0,0,,
年龄段_ALTERG_6-18至30岁,age,not_missing_category,age_group,ALTERG,169,0.4261676732815646,0,1,0,0,FEATURE_Age_Over60,age_group_alias_replaced_by_semantic_age_over60_feature
VEH_胎痕的分布_SPURZ_3-两边都有,lane,not_missing_category,other_unique:SPURZ,SPURZ,170,0.4259153005464481,0,0,0,0,,
参与方类型_ARTTEIL_4-二/三轮摩托车,other,not_missing_category,other_unique:参与方类型_ARTTEIL,参与方类型_ARTTEIL,171,0.42590839804429104,0,0,0,0,,
道路施工_BAUST_2-无,other,not_missing_category,other_unique:道路施工_BAUST,道路施工_BAUST,172,0.4257421856048609,0,0,0,0,,
VEH_车道偏离报警系统_SPURHAW1_1-有,lane,not_missing_category,other_unique:VEH_车道偏离报警系统_SPURHAW1,VEH_车道偏离报警系统_SPURHAW1,173,0.42551265458728793,0,0,0,0,,
FEATURE_Opp_Powertrain_燃油,vehicle_state,not_missing_category,other_unique:FEATURE_Opp_Powertrain,FEATURE_Opp_Powertrain,174,0.4253242737992523,0,0,0,0,,
事故类型_UTYP_302-路口，具有等待义务的左转弯车辆（A）与左侧直行车辆,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,175,0.4251898188093184,0,0,0,0,,
VEH_胎痕_BSPUR_MISSING_OR_UNKNOWN,lane,pure_missing_unknown,unknown_missing_category,BSPUR,176,0.42473612309462183,0,0,0,1,,pure_missing_unknown_excluded
VEH_碰撞前的滑移偏离_SCHLEU_1-偏离，具体未知,crash_type,pure_missing_unknown,unknown_missing_category,VEH_碰撞前的滑移偏离_SCHLEU,177,0.42449956859361515,0,0,0,1,,pure_missing_unknown_excluded
VEH_电子稳定程序_ESP1_1-存在，具体未知,other,partial_unknown_detail,other_unique:VEH_电子稳定程序_ESP1,VEH_电子稳定程序_ESP1,178,0.4238756111590452,0,0,0,0,,
不同行驶方向车道的隔离方法_MARK_MISSING_OR_UNKNOWN,lane,pure_missing_unknown,unknown_missing_category,MARK,179,0.42303925798101816,0,0,0,1,,pure_missing_unknown_excluded
VEH_车辆用途_VEHUSAGE_MISSING_OR_UNKNOWN,vehicle_state,pure_missing_unknown,unknown_missing_category,VEHUSAGE,180,0.4226783146390567,0,0,0,1,,pure_missing_unknown_excluded
路灯_STRABEL_3-开启,light,not_missing_category,lighting_visibility,路灯_STRABEL,181,0.42263948806442336,0,0,0,0,,
交通灯的功能_LZAB_0-不适用,other,pure_missing_unknown,unknown_missing_category,交通灯的功能_LZAB,182,0.4224684880369318,0,0,0,1,,pure_missing_unknown_excluded
VEH_车道变更警告_SPURWAW1_MISSING_OR_UNKNOWN,lane,pure_missing_unknown,unknown_missing_category,VEH_车道变更警告_SPURWAW1_MISSING_OR,183,0.42204184641932707,0,0,0,1,,pure_missing_unknown_excluded
VEH_接触重合度_OVERPER,other,not_missing_category,other_unique:VEH_接触重合度,VEH_接触重合度,184,0.42167026171987343,0,0,0,0,,
VEH_胎痕的分布_SPURZ_5-仅右边有,lane,not_missing_category,other_unique:SPURZ,SPURZ,185,0.42148619499568596,0,0,0,0,,
FEATURE_Hour,other,not_missing_category,other_unique:FEATURE_Hour,FEATURE_Hour,186,0.4213538970376761,0,0,0,0,,
VEH_碰撞预警_COLLWARN1_MISSING_OR_UNKNOWN,crash_type,pure_missing_unknown,unknown_missing_category,VEH_碰撞预警_COLLWARN1_MISSING_OR,187,0.42124964049467933,0,0,0,1,,pure_missing_unknown_excluded
VEH_胎痕的分布_SPURZ_MISSING_OR_UNKNOWN,lane,pure_missing_unknown,unknown_missing_category,SPURZ,188,0.4203070175438597,0,0,0,1,,pure_missing_unknown_excluded
VEH_碰撞预警_COLLWARN1_2-无,crash_type,not_missing_category,safety_assistance,VEH_碰撞预警_COLLWARN1,189,0.4203005464480875,0,0,0,0,,
事故类型_UTYP_651-纵向交通_-_同向车道的并行车辆之间,lane,not_missing_category,crash_configuration_type,事故类型_UTYP,190,0.41993313201035376,0,0,0,0,,
VEH_电子稳定程序_ESP1_2-无,other,not_missing_category,other_unique:VEH_电子稳定程序_ESP1,VEH_电子稳定程序_ESP1,191,0.4198399482312338,0,0,0,0,,
VEH_照明系统类型-远光灯_SWARTF1_4-卤素灯,light,not_missing_category,lighting_visibility,VEH_照明系统类型-远光灯_SWARTF1,192,0.4197634454989934,0,0,0,0,,
事故类型_UTYP_604-纵向交通_-_第四车道，前行车辆与紧跟车辆,lane,not_missing_category,crash_configuration_type,事故类型_UTYP,193,0.4197030486051194,0,0,0,0,,
事故路段车流量_VSTUFE_2-较少车辆,road_env,not_missing_category,other_unique:事故路段车流量_VSTUFE,事故路段车流量_VSTUFE,194,0.4195046016681047,0,0,0,0,,
VEH_车辆总质量_ZULGEW,other,not_missing_category,other_unique:VEH_车辆总质量,VEH_车辆总质量,195,0.41873669830313487,0,0,0,0,,
VEH_行人主动安全系统_FGSCHUTZ1_8-其他,safety,not_missing_category,safety_assistance,VEH_行人主动安全系统_FGSCHUTZ1,196,0.4185044578659764,0,0,0,0,,
道路类型_STRART_21-城市道路_快速路,road_type,not_missing_category,other_unique:STRART,STRART,197,0.41761288467069313,0,0,0,0,,
行驶车辆所在车道_FSTREIF_7-三车道或多车道的中间车道,lane,not_missing_category,other_unique:行驶车辆所在车道_FSTREIF,行驶车辆所在车道_FSTREIF,198,0.41722965199884965,0,0,0,0,,
事故类型_UTYP_MISSING_OR_UNKNOWN,crash_type,pure_missing_unknown,unknown_missing_category,事故类型_UTYP,199,0.41719442047742306,0,0,0,1,,pure_missing_unknown_excluded
事故类型_UTYP_371-穿行，与从右侧穿行的自行车冲突,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,200,0.4159289617486339,0,0,0,0,,
是否有非机动车道_NOMOTLA_MISSING_OR_UNKNOWN,lane,pure_missing_unknown,unknown_missing_category,是否有非机动车道_NOMOTLA_MISSING_OR,201,0.415781276962899,0,0,0,1,,pure_missing_unknown_excluded
碰撞前的行驶方向_FZGRI_6-东南方向,crash_type,not_missing_category,other_unique:碰撞前的行驶方向_FZGRI,碰撞前的行驶方向_FZGRI,202,0.4156125970664366,0,0,0,0,,
对向车道数_FSPURG_3-3,lane,not_missing_category,other_unique:对向车道数_FSPURG,对向车道数_FSPURG,203,0.4154269485188381,0,0,0,0,,
VEH_里程数_KMST,other,not_missing_category,other_unique:VEH_里程数,VEH_里程数,204,0.41494032211676735,0,0,0,0,,
VEH_照明系统类型-日行灯_SWARTT1_6-LED,light,not_missing_category,lighting_visibility,VEH_照明系统类型-日行灯_SWARTT1,205,0.41470161058383664,0,0,0,0,,
风速_WINDS,weather,not_missing_category,weather_wind,风速_WINDS,206,0.41466335921771647,1,0,0,0,,mandatory_family_min:weather
VEH_碰撞预警_COLLWARN1_1-有，具体未知,crash_type,partial_unknown_detail,safety_assistance,VEH_碰撞预警_COLLWARN1,207,0.41443341961461033,0,0,0,0,,
年龄段_ALTERG_MISSING_OR_UNKNOWN,age,pure_missing_unknown,unknown_missing_category,ALTERG,208,0.414404659188956,0,1,0,1,FEATURE_Age_Over60,age_group_alias_replaced_by_semantic_age_over60_feature
事故类型_UTYP_323-路口，具有等待义务的右转弯车辆（A）与右侧直行车辆,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,209,0.4143563416738567,0,0,0,0,,
VEH_照明系统类型-远光灯_SWARTF1_6-LED,light,not_missing_category,lighting_visibility,VEH_照明系统类型-远光灯_SWARTF1,210,0.41369499568593615,0,0,0,0,,
VEH_车道保持系统_SPURHAE1_MISSING_OR_UNKNOWN,lane,pure_missing_unknown,unknown_missing_category,VEH_车道保持系统_SPURHAE1_MISSING_OR,211,0.4135770779407536,0,0,0,1,,pure_missing_unknown_excluded
VEH_照明系统类型-日行灯_SWARTT1_4-卤素灯,light,not_missing_category,lighting_visibility,VEH_照明系统类型-日行灯_SWARTT1,212,0.4133498705780846,0,0,0,0,,
碰撞时参与方状态_PARTISTATUS_MISSING_OR_UNKNOWN,crash_type,pure_missing_unknown,unknown_missing_category,碰撞时参与方状态_PARTISTATUS_MISSING_OR,213,0.4128515962036238,0,0,0,1,,pure_missing_unknown_excluded
VEH_夜视系统_NIGHTV1_MISSING_OR_UNKNOWN,light,pure_missing_unknown,unknown_missing_category,VEH_夜视系统_NIGHTV1_MISSING_OR,214,0.412783865401208,0,0,0,1,,pure_missing_unknown_excluded
事故类型_UTYP_805-交叉口_-直行车辆与左侧闯红灯直行二轮车,road_env,not_missing_category,crash_configuration_type,事故类型_UTYP,215,0.4124870578084556,0,0,0,0,,
事故类型_UTYP_303-路口，具有等待义务的右转弯车辆（A）与左侧直行车辆,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,216,0.4111547310900201,0,0,0,0,,
道路类型_STRART_98-其它,road_type,not_missing_category,other_unique:STRART,STRART,217,0.41108426804716713,0,0,0,0,,
事故类型_UTYP_649-纵向交通_-_不明原因向右变道与紧跟车辆,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,218,0.41095340811044007,0,0,0,0,,
加速反应_REAKTGAS_0-不适用,other,pure_missing_unknown,unknown_missing_category,加速反应_REAKTGAS,219,0.4108666954270923,0,0,0,1,,pure_missing_unknown_excluded
行驶车辆所在车道_FSTREIF_4-两车道的右侧车道,lane,not_missing_category,other_unique:行驶车辆所在车道_FSTREIF,行驶车辆所在车道_FSTREIF,220,0.410844837503595,0,0,0,0,,
公路分类_STRKL_2-公路，具体未知,road_type,pure_missing_unknown,unknown_missing_category,STRKL,221,0.41053781995973543,0,0,0,1,,pure_missing_unknown_excluded
VEH_照明系统类型-日行灯_SWARTT1_0-不适用,light,pure_missing_unknown,unknown_missing_category,VEH_照明系统类型-日行灯_SWARTT1,222,0.41047382801265464,0,0,0,1,,pure_missing_unknown_excluded
事故类型_UTYP_202-转弯-往左转与紧行并排车辆,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,223,0.4103781995973541,0,0,0,0,,
VEH_车道保持系统_SPURHAE1_2-无,lane,not_missing_category,safety_assistance,VEH_车道保持系统_SPURHAE1,224,0.40998202473396617,0,0,0,0,,
VEH_本次碰撞前的驶离道路_ABKOM_2-未驶离道路,crash_type,not_missing_category,other_unique:VEH_本次碰撞前的驶离道路_ABKOM,VEH_本次碰撞前的驶离道路_ABKOM,225,0.40983175150992235,0,0,0,0,,
VEH_本次碰撞前的小碰撞_SMIMPCT_MISSING_OR_UNKNOWN,crash_type,pure_missing_unknown,unknown_missing_category,VEH_本次碰撞前的小碰撞_SMIMPCT_MISSING_OR,226,0.40977423065861374,0,0,0,1,,pure_missing_unknown_excluded
事故路段车流量_VSTUFE_MISSING_OR_UNKNOWN,road_env,pure_missing_unknown,unknown_missing_category,事故路段车流量_VSTUFE_MISSING_OR,227,0.40969729651998854,0,0,0,1,,pure_missing_unknown_excluded
主动安全场景_ACSCE_203-L12-与前方左侧临近车道目标物,lane,not_missing_category,safety_assistance,ACSCE,228,0.40938725913143514,0,0,0,0,,
路面情况_STROB_5-湿,road_surface,not_missing_category,road_surface,STROB,229,0.4092723612309462,0,0,0,0,,
雾天时的能见度_NEBELM_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,雾天时的能见度_NEBELM_MISSING_OR,230,0.4091318665516249,0,0,0,1,,pure_missing_unknown_excluded
星期_WOTAG_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,星期_WOTAG_MISSING_OR,231,0.4086863333565557,0,0,0,1,,pure_missing_unknown_excluded
道路类型_STRART_33-其他道路_居民区、工厂、学校等单位内部道路,road_type,not_missing_category,other_unique:STRART,STRART,232,0.40846706931262583,0,0,0,0,,
根据事故类型确定的参与方A_UTYPA,crash_type,not_missing_category,crash_configuration_type,根据事故类型确定的参与方A_UTYPA,233,0.408451251078516,0,0,0,0,,
事故类型_UTYP_243-转弯-右转弯车辆与在自行车车道内同向行驶的骑车人,lane,not_missing_category,crash_configuration_type,事故类型_UTYP,234,0.40831392004601674,0,0,0,0,,
路灯_STRABEL_MISSING_OR_UNKNOWN,light,pure_missing_unknown,unknown_missing_category,路灯_STRABEL_MISSING_OR,235,0.40814423353465634,0,0,0,1,,pure_missing_unknown_excluded
参与方类型_ARTTEIL_5-二/三轮自行车,other,not_missing_category,other_unique:参与方类型_ARTTEIL,参与方类型_ARTTEIL,236,0.407731265175596,0,0,0,0,,
VEH_胎痕的分布_SPURZ_4-仅左边有,lane,not_missing_category,other_unique:SPURZ,SPURZ,237,0.40765243025596776,0,0,0,0,,
中央隔离带的视觉防护板或防炫板_BLENDSCH_0-不适用_与对向车道没有结构隔离,lane,pure_missing_unknown,unknown_missing_category,中央隔离带的视觉防护板或防炫板_BLENDSCH_0-不适用,238,0.4076041127408685,0,0,0,1,,pure_missing_unknown_excluded
VEH_车道变更警告_SPURWAW1_1-有,lane,not_missing_category,other_unique:VEH_车道变更警告_SPURWAW1,VEH_车道变更警告_SPURWAW1,239,0.4073073051481163,0,0,0,0,,
VEH_碰撞前车辆运动曲线_RICHTVU_3-直线向前,crash_type,not_missing_category,other_unique:VEH_碰撞前车辆运动曲线_RICHTVU,VEH_碰撞前车辆运动曲线_RICHTVU,240,0.40718579234972674,0,0,0,0,,
年龄月数记录_ALTER2_0-不适用_人员年龄大于2岁,age,pure_missing_unknown,unknown_missing_category,年龄月数记录_ALTER2_0-不适用,241,0.4069269485188381,0,0,0,1,,pure_missing_unknown_excluded
VEH_是否与柱状物碰撞_COLUCOLLI_2-否,crash_type,not_missing_category,other_unique:VEH_是否与柱状物碰撞_COLUCOLLI,VEH_是否与柱状物碰撞_COLUCOLLI,242,0.40686942766752954,0,0,0,0,,
事故类型_UTYP_321-路口，具有等待义务的直行车辆（A）与右侧直行车辆,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,243,0.40669686511360365,0,0,0,0,,
VEH_第几次碰撞导致的钻入_UFAHRK_MISSING_OR_UNKNOWN,crash_type,pure_missing_unknown,unknown_missing_category,VEH_第几次碰撞导致的钻入_UFAHRK_MISSING_OR,244,0.4066681046879494,0,0,0,1,,pure_missing_unknown_excluded
VEH_车尾灯_RLIART1_1-电灯泡,other,not_missing_category,other_unique:VEH_车尾灯_RLIART1,VEH_车尾灯_RLIART1,245,0.4065956176777544,0,0,0,0,,
VEH_本次碰撞前的驶离道路_ABKOM_9-未知,crash_type,pure_missing_unknown,unknown_missing_category,VEH_本次碰撞前的驶离道路_ABKOM,246,0.40655306298533217,0,0,0,1,,pure_missing_unknown_excluded
VEH_制动力分配系统_EBD1_2-无,vehicle_state,not_missing_category,other_unique:VEH_制动力分配系统_EBD1,VEH_制动力分配系统_EBD1,247,0.40625611159045155,0,0,0,0,,
行驶方向的车道数_FSPUR_2-2,lane,not_missing_category,other_unique:行驶方向的车道数_FSPUR,行驶方向的车道数_FSPUR,248,0.4061948518838079,0,0,0,0,,
事故类型_UTYP_806-交叉口_-直行车辆与右侧闯红灯直行二轮车,road_env,not_missing_category,crash_configuration_type,事故类型_UTYP,249,0.40558455565142365,0,0,0,0,,
VEH_车道偏离报警系统_SPURHAW1_MISSING_OR_UNKNOWN,lane,pure_missing_unknown,unknown_missing_category,VEH_车道偏离报警系统_SPURHAW1_MISSING_OR,250,0.40515027322404373,0,0,0,1,,pure_missing_unknown_excluded
VEH_本次碰撞前的驶离道路_ABKOM_8-其他,crash_type,not_missing_category,other_unique:VEH_本次碰撞前的驶离道路_ABKOM,VEH_本次碰撞前的驶离道路_ABKOM,251,0.4050862812769629,0,0,0,0,,
事故类型_UTYP_372-穿行，与从左侧穿行的自行车冲突,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,252,0.405,0,0,0,0,,
VEH_本次碰撞前是否制动_BRAKEBEF_MISSING_OR_UNKNOWN,crash_type,pure_missing_unknown,unknown_missing_category,VEH_本次碰撞前是否制动_BRAKEBEF_MISSING_OR,253,0.405,0,0,0,1,,pure_missing_unknown_excluded
VEH_驱动形式_ANTR_3-前轮驱动,other,not_missing_category,other_unique:VEH_驱动形式_ANTR,VEH_驱动形式_ANTR,254,0.40449989187833413,0,0,0,0,,
道路材料_STRDECK_6-沙砾,other,not_missing_category,other_unique:道路材料_STRDECK,道路材料_STRDECK,255,0.4044531205061835,0,0,0,0,,
事故类型_UTYP_799-其他_-_其他所有事故,crash_type,not_missing_category,crash_configuration_type,事故类型_UTYP,256,0.40413718723037106,0,0,0,0,,
性别_GESCHL_9-未知,bio,pure_missing_unknown,unknown_missing_category,GESCHL,257,0.40384311187805577,0,0,0,1,,pure_missing_unknown_excluded
